,In_22_Size,In_22_X,In_22_Y,In_22_XP,In_22_YP,In_8_Size,In_8_X,In_8_Y,In_8_XP,In_8_YP,In_8_Posion,In_8_PosionX,In_8_PosionY,In_8_PosionXB,In_8_PosionYB,In_3_Size,In_3_X,In_3_Y,In_3_XP,In_3_XP.1,In_3_P,In_3_PX,In_3_PY,In_3_PXB,In_3_PYB,In_3_124_Size,In_3_124_X,In_3_124_Y,In_3_124_XP,In_3_124_YP,In_3_124_P,In_3_124_PX,In_3_124_PY,In_3_124_PXB,In_3_124_PYB,In_9_Size,In_9_X,In_9_Y,In_9_XP,In_9_YP,In_9_P,In_9_PX,In_9_PY,In_9_PXB,In_9_PYB,decisionP
0,0.26375072923298654,1.4210854715202004e-14,7.105427357601002e-15,-9.094947017729282e-13,4.547473508864641e-13,0.43512437319849784,-0.029918310536691937,-0.9178671644169486,0.0018610865099041845,-0.9263321291249556,-0.8597265795812371,0.9034622221151157,0.021524875408369705,0.9199305051913514,0.021207239151948623,0.882763221826334,0.8142712744635888,-0.22070955083529467,0.8348649228660918,-0.22550615374410277,-1.243228727887166,0.2565504794326039,-0.7937433504331761,0.24435682791633992,-0.8316624536062367,0.6813998107164166,0.3962154664819389,-0.8404593851643585,0.36297461468408226,-0.8565297479644489,-1.2656479505170182,0.8902338049676777,-0.3103687682376071,0.8638861000724307,-0.33224772680054543,-0.5843253806362392,0.5664844821424667,-0.5105860699306808,0.5535437867787038,-0.520875602844953,-0.46054542330042997,0.5370127189548539,-0.5699028195494373,0.5260239035070233,-0.5474532143504539,1
1,0.1603299805034257,1.4210854715202004e-14,7.105427357601002e-15,-9.094947017729282e-13,4.547473508864641e-13,0.6417112004484694,0.2986527955784852,0.5396638428581588,0.3272125486677606,0.5717819170137396,-0.23346585115796234,-0.562024509767594,-0.32676119349197585,-0.5567485166851599,-0.34333726040041845,0.23324866920106302,0.26695436267935313,-0.9290952665508636,0.2666969415761364,-0.9070834955852364,-0.8617208672239478,0.8922503620926483,-0.21496404853064008,0.9098650650640662,-0.24072550723298405,-0.4333999676257013,-0.09090516076680677,-1.026569897051257,-0.07875616105969664,-1.008224859242839,-0.7979349866653067,1.020790308541565,0.09557578129996004,1.0061124052122523,0.11327950287432245,-0.7524383420380426,0.16659726403423103,-0.5655756756368425,0.19780592232669042,-0.5494132239843976,-0.7148660849166093,0.5370127189548539,-0.16174123367594698,0.546133422432904,-0.18329303606536157,1
2,0.056909231774048594,1.4210854715202004e-14,7.105427357601002e-15,-9.094947017729282e-13,4.547473508864641e-13,-0.18463610855049936,0.6272239016931954,-0.11622511041579485,0.6584086478706767,-0.11782613597066888,-0.7814439885283276,0.17071885617376084,-0.675047262392074,0.14627674244221525,-0.6603773775748147,-1.498790137799852,-0.5149269398696343,-0.2915481224067006,-0.524100126259461,-0.27066459087653066,-0.22587443278525077,0.2565504794326039,0.5291807682009192,0.25691358710786705,0.5353389887303232,-2.2170796129731296,-0.5780257880155525,-0.9024962224600648,-0.613166145882362,-0.8914655917740353,-0.33022202281359514,0.8902338049676777,0.6638981506524387,0.878398988351992,0.644299795540748,0.2562394263733754,-0.36658569344310077,-0.07066922428021549,-0.34172983875962704,-0.08221159789965791,-1.1871758850609424,0.0488425506507446,0.3824742141555748,0.073961918054953,0.35134656086287763,1
3,0.108619606138829,1.4210854715202004e-14,7.105427357601002e-15,-9.094947017729282e-13,4.547473508864641e-13,-2.043917553798041,0.8243665653622083,-0.6263609629620307,0.8279031221685458,-0.5977414581103055,-0.742302693001873,0.6103648757385738,-0.8143616899520637,0.6287237517970137,-0.8183810841794217,0.6662583709512437,0.5015187534441049,1.6919318815971947,0.4696140777512335,1.6742987944700094,1.0034286737962301,-1.6505491685474039,-0.5456950781892741,-1.655899396392392,-0.5214818572734565,-0.4333999676257013,0.3962154664819389,1.020645733704627,0.3569564842242295,1.0070217099832564,0.5272517442478759,-1.002835496853052,-0.39155767814506287,-0.999568755024922,-0.3924541091891225,0.9286912719808877,0.49983661245744504,1.6889981583208644,0.5031475893151404,1.6642908158414693,1.0290470233086206,-1.6326324735077256,-0.5699028195494373,-1.6305209060966035,-0.5686370474362487,0
4,0.1603299805034257,1.4210854715202004e-14,7.105427357601002e-15,-9.094947017729282e-13,4.547473508864641e-13,-0.597809763049892,-0.9499174076584408,1.4141824472234303,-0.9498406456108743,1.379207019803118,1.0973381967414966,-1.4413165488972197,0.9270686545486743,-1.4053771525097043,0.9227578003677409,0.6662583709512437,-0.20217441885015047,-0.008193836120573653,-0.1971136553951374,-0.0301696582393654,-0.4802130065607296,0.04465051854592244,0.19844973854243209,0.025659938665009388,0.19941217689156482,0.6813998107164166,1.2080831785624124,1.2687930828870115,1.1958838703095336,1.274556724419903,0.7611082261737319,-1.2639485040007108,-1.203446777220053,-1.2491904334335853,-1.2413641008668133,-0.41621241923413704,-0.2999378237590263,1.1940917069642374,-0.28342835541863326,1.1701822898252217,0.30241656154810814,-1.1444623052036162,0.24642035219766417,-1.1599581632326792,0.2504711652160119,1
5,0.2120403548682061,1.4210854715202004e-14,7.105427357601002e-15,-9.094947017729282e-13,4.547473508864641e-13,-1.010983417549468,0.43008123802418247,-2.083891970237138,0.4002705117274619,-2.0980172849793086,0.314512286212403,2.0758516076212836,-0.32676119349197585,2.0488999707761164,-0.35263159608307,-1.2822852869247616,-0.984055721399138,-0.07903240769197954,-1.0041440941248692,-0.04802299384981573,0.3251924770616199,0.04465051854592244,1.0252773126887234,0.02356714546636205,1.009804960195944,-1.5481997459679184,0.07146838164905721,0.7724983845220222,0.04882820468721163,0.7780999965996408,0.33237134264299617,-0.8070007414922787,-0.06680203851509567,-0.7760702755194802,-0.0757685378255987,0.08812646497157192,-1.166360129659572,0.6441956499014488,-1.1767256594882805,0.6353057336094494,0.08442742301995446,-0.656292136899507,1.1987973859027972,-0.6523939055452295,1.1795335591234835,1
6,0.056909231774048594,1.4210854715202004e-14,7.105427357601002e-15,-9.094947017729282e-13,4.547473508864641e-13,0.43512437319849784,-0.16134675298238924,-0.04334856005167701,-0.1315914593454979,-0.03351668748669858,-0.7031613974754184,0.024170182985489865,0.16083930296835947,0.03761750610104438,0.13377197130824547,0.4497535200761534,-1.0622438516544257,-0.9999338381227729,-1.0841514221023492,-0.9700952683285922,0.45236176394935945,0.962883682388167,1.107960070103455,0.9402105664434414,1.1176938632682034,0.23547989937951008,-0.49683901680704357,-0.0960173376167642,-0.506043423699391,-0.10632847036909807,-0.13534162120871546,0.1068947835246432,0.5015203308375272,0.09663807302558648,0.5106416266383014,-0.7524383420380426,-1.166360129659572,0.14928919854482184,-1.1539979625925778,0.12488999551309525,-0.24255628477227617,-0.16812196859559042,1.1987973859027972,-0.14804717088601577,1.1734810353847014,1
7,0.0051988574092681865,1.4210854715202004e-14,7.105427357601002e-15,-9.094947017729282e-13,4.547473508864641e-13,1.2614716821976502,0.035795910686156715,-0.7721140636897486,0.031084271733873296,-0.7425807670443688,-1.0554330572135104,0.7569135489268447,-0.048132338371748906,0.7449891346820664,-0.013904695648996856,-1.0657804360496714,-0.6713032003796541,0.4876761648802743,-0.7015076796012197,0.49807903659307895,0.3251924770616199,-0.5204160438184778,0.6945462830302361,-0.5132343099688951,0.6885902715034788,-1.771159701636322,-0.17209193197531564,1.3308299201827178,-0.1473628483002667,1.3453477763496233,1.0729168687415394,-1.3292267557876545,0.09557578129996004,-1.346910547849386,0.1000340987487561,-0.24809945783233361,-0.6331771721822402,0.8091644670203245,-0.6095213978332035,0.8146850664865408,-0.0972301924201738,-0.8190155263342102,0.5865550070923804,-0.816487579979779,0.594456264371754,1
8,0.056909231774048594,1.4210854715202004e-14,7.105427357601002e-15,-9.094947017729282e-13,4.547473508864641e-13,0.021950718699105212,0.6929381229165109,0.9769231450407946,0.6700979219603529,0.9911673787032833,0.2753709906859483,-1.001670529332407,-0.675047262392074,-0.9674804300547858,-0.6985874242698992,1.0992680727015205,1.36158818624838,1.1960618805963465,1.339258947072174,1.183857163283674,0.4947515262452726,-1.1561159264785221,-1.3725226523355651,-1.147350649137982,-1.3796890408030449,0.6813998107164166,0.07146838164905721,0.2762036861570329,0.06327171779020145,0.2503848822128185,-0.21329378185066744,-0.21949647540995937,-0.06680203851509567,-0.24876866802825826,-0.07215615488223752,-0.5843253806362392,0.8997238305656807,0.25926840995753586,0.9161987763733563,0.23659439825952502,-0.16989323859622485,-0.22236309840702967,-0.9100374744441535,-0.2132020122055545,-0.9428847652861309,1
9,0.108619606138829,1.4210854715202004e-14,7.105427357601002e-15,-9.094947017729282e-13,4.547473508864641e-13,-0.39122293580028744,-0.6870605227665793,-2.156768520601256,-0.6780650230297778,-2.1261204344742928,0.6667839459504951,2.0758516076212836,0.7180970132085659,2.0456401936858812,0.7337729748208056,0.4497535200761534,0.11057810216933342,0.06264473545083224,0.14030855390158162,0.03914329177818273,-0.7345515803362084,-0.025982801749596225,-0.13228129111605502,-0.03503106409374103,-0.1426446862582536,0.6813998107164166,1.776390577019667,1.6410141066608088,1.7724207683511684,1.6551735490819088,1.3067733506673953,-1.5903397629353133,-1.8529580564799875,-1.617817795734805,-1.8301825206263331,-0.24809945783233361,-0.16664208438898295,1.0841124955519141,-0.1371805666992026,1.0992459172783162,0.19342199228403117,-1.090221175392177,0.11036649023987434,-1.0867595143426418,0.10420184152810823,1
